session_id,anchor_id,attempt_id,t_start,t_end,t_acc,service_state,is_positive,tau1,tau2,delta_tau,gate,q_track,eta,err_plan,err_yaw,conf,haz,conferr
1,1,1,11.0,19.0,11.539085125237035,OK,1,0.9146678816113479,0.6084700019773561,0.3061978796339918,1,0.9510515284806527,0.8096056983613479,0.2721501803486789,0.16434105294167128,1,0,0
1,2,1,26.0,34.0,inf,OK,1,0.8514394477308402,0.7372478692821384,0.11419157844870187,0,0.8741962271566034,0.6302946239171782,,,0,0,0
1,1,2,41.0,49.0,inf,OK,0,0.2734384515187317,0.11659375678536063,0.15684469473337107,0,0.7937712470759027,0.5204063706410642,,,0,0,0
1,1,3,7.672162335862301,10.840740930003173,9.598836475860958,OK,1,0.6289376203411537,0.3433848319232497,0.28555278841790405,1,0.8433107107651839,0.6144984297438889,0.23323084575682965,0.18670355473958167,0,0,0
1,2,2,33.41496685457911,36.09706334932828,inf,OK,1,0.8088114643231081,0.553541556369461,0.2552699079536471,0,0.7074137366389283,0.5899041965121793,,,0,0,0
1,2,3,27.23473005611986,29.372284140580735,inf,OK,0,0.4927366496394504,0.32373130139449474,0.16900534824495567,0,0.8767218695907347,0.6557366920403719,,,0,0,0
1,2,4,17.144109184917603,21.224381269628847,inf,OK,0,0.4818037512676899,0.2391034406041958,0.24270031066349407,0,0.8562365979264634,0.48077209266523546,,,0,0,0
2,1,1,11.0,19.0,inf,OK,1,0.8533192110120813,0.7083470498912177,0.14497216112086364,0,0.6916705786463112,0.8558113246738333,,,0,0,0
2,2,1,26.0,34.0,inf,OK,0,0.6946627579356893,0.617238475610718,0.07742428232497134,0,0.7369447695318433,0.6447233474848255,,,0,0,0
2,1,2,41.0,49.0,inf,OK,1,0.9644734874418084,0.6593209786274628,0.30515250881434564,0,0.9387748459593357,0.7661314659153626,,,0,0,0
2,1,3,42.419869067727014,44.71604767466337,43.30063312479729,OK,1,0.8079022367181994,0.49897120895552133,0.30893102776267806,1,0.7807540029576439,0.5941173715166042,0.5443106884875367,0.21685292977740123,0,1,0
2,1,4,17.88508271147109,22.803507424823344,inf,OK,1,0.9187000010098099,0.7270355234612251,0.19166447754858473,0,0.873396323005716,0.8452193128845642,,,0,0,0
2,1,5,41.84317767392936,46.08828646420734,44.79337852993332,OK,1,0.8410638034508511,0.6342439546362528,0.20681984881459825,1,0.6597499449690316,0.6232320368092313,0.3528705784744833,0.21862846577873687,0,0,0
2,2,2,27.971388014058654,33.60165390976303,28.18300382520606,OK,0,0.6164376746241974,0.4251054013738657,0.1913322732503317,1,0.9398482541242489,0.8363737426009132,1.0625603672184358,0.9060711099855516,0,1,0
2,2,3,44.20196422945129,46.94824446499543,46.43794025676725,OK,1,0.8755702882245946,0.5833382416753758,0.29223204654921875,1,0.7992043780768935,0.7293126664489528,0.32116030784706956,0.24666999857540867,1,0,0
3,1,1,11.0,19.0,12.218785290516612,OK,1,1.008953653969897,0.6576979498301767,0.3512557041397202,1,0.7084629257949585,0.7058609131040686,0.28335775694497284,0.15945954372147403,1,0,0
3,2,1,26.0,34.0,27.110102706091983,OK,1,0.8694968997061266,0.4894785033367449,0.38001839636938173,1,0.7556943191532737,0.6495225612681569,0.3198622099637255,0.06628046369121668,1,0,0
3,1,2,41.0,49.0,41.2,OK,1,0.9438414443941096,0.7885340359582402,0.15530740843586932,1,0.8307639035218877,0.9184750486391152,0.21335214977159178,0.26817576458933834,0,0,0
3,1,3,7.96921796501727,11.927029006127523,inf,OK,1,0.9873287017215104,0.8660374385237906,0.12129126319771988,1,0.9202319639224128,0.7652321013500418,,,0,0,0
3,1,4,40.051899173652274,43.52303170452929,40.352337517591955,OK,1,1.045388734525536,0.8346563293031084,0.21073240522242753,1,0.769582921506056,0.9307807958817281,0.20973195409497608,0.1622038204621547,0,0,0
3,1,5,37.266039901325534,39.33239121703696,39.87675376504075,OK,1,0.8243363945486187,0.5807845574257837,0.243551837122835,1,0.8106875147764323,0.48740048534008007,0.3452768941126147,0.29621026834250386,0,0,0
3,2,2,7.563651928029628,10.927917332230663,9.56870679307516,OK,1,0.9009098290803507,0.652914615270097,0.2479952138102537,1,0.8521560630238765,0.6264882461347709,0.556261832059983,0.10964875943106447,0,0,0
4,1,1,11.0,19.0,inf,OK,1,0.9831592980979508,0.8144988712309056,0.1686604268670452,0,0.9799396814264487,0.7811859353098108,,,0,0,0
4,2,1,26.0,34.0,inf,OK,0,0.6342541597408047,0.6040605681419929,0.030193591598811742,0,0.971707079698011,0.5959424612740536,,,0,0,0
4,1,2,41.0,49.0,inf,OK,1,0.8641822519811421,0.8124106976349655,0.05177155434617653,0,0.8674833011991471,0.7851686967958418,,,0,0,0
4,1,3,38.05423587309813,42.66208091110853,inf,OK,1,0.9009444597172274,0.7797697334681873,0.12117472624904002,1,0.7154603285646295,0.5374717661461141,,,0,0,0
4,1,4,17.896983398759726,22.882949019231823,inf,OK,0,0.7005591904240265,0.5327320962719441,0.1678270941520824,0,0.725883069202475,0.8645064193866483,,,0,0,0
4,2,2,20.224369168268844,23.285178638995745,21.691391034513288,OK,0,0.7215912090277734,0.5601179387884303,0.1614732702393431,1,0.7982411800114453,0.7018792778642464,2.0016844134089715,1.571004554230501,0,1,0
4,2,3,10.738364328892448,15.62817278993847,11.876095019562678,OK,1,0.8129107501938887,0.4807731748880144,0.3321375753058743,1,0.7757045321186397,1.0,0.23510411333420084,0.1918238572563417,0,0,0
5,1,1,11.0,19.0,11.836489607687383,OK,1,1.0154299690376234,0.8545072672329261,0.16092270180469725,1,0.8673180925851182,0.8432459753884329,0.2519914081444648,0.0644441794301725,0,0,0
5,2,1,26.0,34.0,inf,OK,1,0.8436142605060523,0.5783617311613428,0.26525252934470944,0,0.8653725105945528,0.7462380855674604,,,0,0,0
5,1,2,41.0,49.0,inf,OK,1,0.9419492165497981,0.6326802003358265,0.3092690162139716,0,0.9583051243175277,0.8768908210634851,,,0,0,0
5,1,3,19.772013317086532,22.946380694144505,inf,OK,0,0.5673484001255893,0.3492510436663644,0.2180973564592249,0,0.891654314109465,0.8780703078052354,,,0,0,0
5,2,2,50.22823039060592,54.273599986049675,inf,OK,0,0.5701573714719607,0.404166028085297,0.16599134338666366,1,0.9444802116191843,0.8956034492500291,,,0,0,0
5,2,3,48.95029379996615,52.30227442737229,50.206936449699704,OK,1,0.7982592160854167,0.5747751737865645,0.22348404229885221,1,0.6153804194023403,0.7777086876958698,0.3341601878768978,0.1514776967774042,0,0,0
6,1,1,11.0,19.0,inf,OK,0,0.6669429530214357,0.6479793877216242,0.01896356529981147,0,0.8580198712540814,0.792876545032396,,,0,0,0
6,2,1,26.0,34.0,inf,OK,1,0.9829223194563375,0.8884511400281778,0.09447117942815964,0,1.0,0.643368176105268,,,0,0,0
6,1,2,41.0,49.0,inf,OK,0,0.693631170099692,0.6631477785011877,0.030483391598504328,0,0.7229128193123959,0.7654261200085297,,,0,0,0
6,1,3,2.8424946642734232,6.967913190546015,inf,OK,0,0.7338705138895706,0.5496085937961318,0.18426192009343878,0,0.8318171933911837,1.0,,,0,0,0
6,1,4,17.76260601176853,22.943350790843343,inf,OK,0,0.3835253520119028,0.35469582048975895,0.028829531522143848,1,0.6297041169091362,0.7863111025300097,,,0,0,0
6,2,2,1.394290887850163,7.244884546561863,2.6442232668731136,OK,1,0.9577251377864259,0.785039254462145,0.17268588332428092,1,0.6365327231390572,0.7557480918470686,0.3095591344799026,0.21597911206424322,0,0,0
7,1,1,11.0,19.0,inf,OK,1,1.0367327929357215,0.8887559290046415,0.14797686393108,0,1.0,0.8634458028105081,,,0,0,0
7,2,1,26.0,34.0,26.96854497323611,OK,1,0.7962516523515837,0.6216612148236421,0.17459043752794157,1,0.8480557859100452,0.7655624979328042,0.243061768826985,0.2709297163451372,0,0,0
7,1,2,41.0,49.0,inf,OK,0,0.6369014758494838,0.5227770800323702,0.11412439581711353,0,0.8394881495253586,0.6380890012126703,,,0,0,0
7,1,3,21.917760391855538,26.381160784064406,23.727535307883063,OK,1,0.8638727231276996,0.7014889387397583,0.16238378438794132,1,0.939168580995178,0.6539933269954524,0.6701623006158577,0.24446975367493723,0,1,0
7,2,2,8.961393489478633,11.243668479080352,inf,OK,0,0.6714423621864941,0.520856222680863,0.15058613950563116,0,0.8436220814301497,0.5996313711252673,,,0,0,0
7,2,3,21.349345941358706,25.92249881512812,inf,OK,0,1.034297825020972,0.798346270914606,0.23595155410636603,0,0.5957494640572998,0.729319601178157,,,0,0,0
8,1,1,11.0,19.0,12.253425866155245,OK,1,0.9158096351411531,0.5489369104565307,0.3668727246846224,1,0.8006999065341167,0.8027192568124121,0.19923229853000826,0.13683285077546048,1,0,0
8,2,1,26.0,34.0,inf,OK,0,0.7099724011294184,0.6716128425002209,0.03835955862919749,0,0.9452011093846695,0.5126095625000279,,,0,0,0
8,1,2,41.0,49.0,42.087461389809604,OK,1,0.9753361983005848,0.6441178726658878,0.331218325634697,1,0.9247293605123261,0.9243060296954846,0.1401732887328146,0.08531263016431068,1,0,0
8,1,3,54.477782810037034,58.12825351768274,55.3913273263699,OK,1,1.0100775975418463,0.857836535465941,0.15224106207590538,1,0.7810501576674445,0.8115555398150197,0.5117209571747112,0.15069152995749627,0,1,0
8,1,4,49.640409867376164,53.66141935716759,inf,OK,1,0.819529882320463,0.5008729137716028,0.31865696854886016,0,0.9438971585337198,0.7592434583958699,,,0,0,0
8,1,5,21.40609233037897,23.449442936300166,inf,OK,0,0.455278614305876,0.21713289904086255,0.23814571526501346,1,1.0,0.7686249528732663,,,0,0,0
8,2,2,24.664503708807587,27.837346795599846,inf,OK,0,0.8194703142549503,0.6289004271899071,0.1905698870650432,0,0.6864007436943773,0.7397840623820378,,,0,0,0
8,2,3,43.536847404921666,48.69531997609988,inf,OK,0,0.5170859216794402,0.4932718192754456,0.02381410240399462,1,0.5791978701643664,0.5781629840729628,,,0,0,0
8,2,4,48.823730051706484,52.2273901019148,inf,OK,0,0.6845471877413914,0.6502777454719217,0.03426944226946971,1,0.9929456945719985,0.8455647274850078,,,0,0,0
9,1,1,11.0,19.0,inf,OK,1,0.879735823906258,0.8042687716787903,0.07546705222746775,0,0.9059109202614527,0.7793959885330467,,,0,0,0
9,2,1,26.0,34.0,inf,OK,0,0.6074824361403306,0.3701427775682045,0.23733965857212608,0,0.802261826942468,0.6297049909716574,,,0,0,0
9,1,2,41.0,49.0,41.45561662954469,OK,1,0.8824058326839996,0.5604044121093967,0.3220014205746029,1,0.8495437171009703,0.6637866934497076,0.42327723973601616,0.16591387211299463,1,0,0
9,1,3,25.776335309676945,28.001548412404293,26.75032515084516,OK,1,0.9792204569258314,0.7542098273966835,0.22501062952914785,1,0.7818535433736996,0.9106707338971372,0.3339371130930181,0.20796251796240772,0,0,0
9,2,2,12.297771118569894,18.15066127633234,inf,OK,1,0.833982014532492,0.7618430451118723,0.0721389694206197,1,0.8868352865273077,0.5636138722715626,,,0,0,0
9,2,3,28.770381429358185,33.28797598189924,inf,OK,0,0.41159338068974544,0.2509794414695702,0.16061393922017525,0,1.0,0.5381525866907857,,,0,0,0
10,1,1,11.0,19.0,inf,OK,1,0.9485094862122349,0.8826032530927246,0.06590623311951027,0,0.838906806437049,0.8546784764064814,,,0,0,0
10,2,1,26.0,34.0,inf,OK,1,0.768860320406203,0.6530179145028865,0.11584240590331651,0,0.9284006410914168,0.583823761844399,,,0,0,0
10,1,2,41.0,49.0,inf,OK,1,0.8270634506204473,0.572783811472642,0.25427963914780527,0,0.6587293482935781,0.4951325130828232,,,0,0,0
10,1,3,44.75872608388218,49.4976507740977,47.224147008984694,OK,1,0.9490705954171056,0.77359768452992,0.17547291088718564,1,0.6244238565090947,0.7743714688207953,0.4817842269582363,0.1567959812120957,0,0,0
10,2,2,53.34529187980318,58.713767572346015,inf,OK,0,0.4904420157026418,0.38088533514160217,0.10955668056103962,1,0.9785379574368154,0.6830808561248121,,,0,0,0
10,2,3,15.037388956188844,17.262890942792552,inf,OK,0,0.8196335692955131,0.5697013277068418,0.24993224158867133,0,0.830629243966182,0.5189083963499542,,,0,0,0
11,1,1,11.0,19.0,12.54676702091915,OK,1,0.880009543106979,0.6723190957484462,0.20769044735853281,1,0.9560446814110468,0.7556376712517691,0.1560396058185322,0.19322009078557,0,0,0
11,2,1,26.0,34.0,inf,OK,0,0.5209878246091297,0.3498102576668578,0.17117756694227193,0,0.8196135564569073,0.5932978529635151,,,0,0,0
11,1,2,41.0,49.0,41.851027035090624,OK,1,0.9577588534147152,0.7257016280255175,0.2320572253891977,1,0.8666088132508151,0.9361382370627027,0.2946112319423305,0.17756023152744901,0,0,0
11,1,3,22.191557641681836,24.727618555484398,inf,OK,0,0.6016816207896362,0.5405702220274976,0.06111139876213856,0,0.9570109384219505,0.9433567760826718,,,0,0,0
11,2,2,21.573422480485277,25.323322168580194,inf,OK,0,0.5954831221780058,0.46212564477965123,0.13335747739835457,1,0.9161050706955154,0.1661890770365329,,,0,0,0
11,2,3,43.10091570076287,46.687086830047946,43.89229809498762,OK,0,0.7975749744300323,0.5596900247521982,0.23788494967783413,1,0.8260766302287088,0.5772321065095123,1.144500467369196,1.5854717238109306,0,1,0
11,2,4,27.09399516960783,30.409001610757862,inf,OK,0,0.8800095268546869,0.8518023281086076,0.028207198746079354,0,0.6978497714183465,0.23432957492427206,,,0,0,0
12,1,1,11.0,19.0,11.95249978420841,OK,1,0.9853231852672873,0.769436611175282,0.2158865740920054,1,0.7969742381627559,0.8085207929907953,0.16815963874637815,0.17811259268337185,0,0,0
